Latitude,Longitude
40.842228,-73.90121
40.815061,-73.91896
40.821568,-73.892097
40.828346,-73.901741
40.843145,-73.889611
40.838718,-73.923857
40.817839,-73.861628
40.836632,-73.901999
40.877111,-73.828975
40.855334,-73.866015
40.866553,-73.890689
40.852161,-73.895582
40.88637,-73.860408
40.808437,-73.917343
40.806286,-73.915492
40.885119,-73.858986
40.834725,-73.862301
40.810124,-73.920704
40.822313,-73.899235
40.862205,-73.906116
40.817661,-73.902819
40.856684,-73.889205
40.852124,-73.909484
40.824539,-73.899257
40.623303,-74.032187
40.699221,-73.926216
40.633691,-74.023314
40.878953,-73.902743
40.840254,-73.861007
40.823389,-73.889832
40.785589,-73.92949
40.842213,-73.944649
40.84806,-73.843656
40.848073,-73.838964
40.705354,-73.857238
40.751739,-73.880591
40.665283,-73.752239
40.71062,-73.776887
40.762874,-73.885091
40.670788,-73.819522
40.705367,-73.75072
40.718822,-73.765161
40.692447,-73.826383
40.671056,-73.798959
40.699065,-73.740808
40.698793,-73.755443
40.681425,-73.742326
40.736818,-73.727995
40.736818,-73.727995
40.655755,-73.865756
40.655755,-73.865756
40.676276,-73.943478
40.641667,-74.009621
40.655559,-73.957407
40.659555,-73.876831
40.659555,-73.876831
40.67049,-73.94796
40.655755,-73.865756
40.665563,-73.932522
40.679149,-73.980697
40.678674,-73.981544
40.658186,-74.001031
40.683871,-74.000325
40.680572,-73.974315
40.670633,-73.913386
40.671091,-73.881428
40.674575,-73.93022
40.688864,-73.944528
40.598656,-73.753488
40.831429,-73.903178
40.689602,-73.924399
40.697892,-73.918035
40.695461,-73.982824
40.690073,-73.960558
40.70622,-73.950868
40.726875,-73.95287
40.810388,-73.925309
40.816384,-73.895295
40.822548,-73.91127
40.823151,-73.869729
40.837316,-73.91975
40.830882,-73.827283
40.853947,-73.900116
40.806964,-73.937201
40.807717,-73.938815
40.612811,-73.963255
40.757548,-73.861284
40.846765,-73.904236
40.846139,-73.904353
40.738747,-73.975343
40.879384,-73.899148
40.906085,-73.847285
40.774666,-73.952742
40.60166,-74.069787
40.733811,-73.98193
40.733811,-73.98193
40.894432,-73.858561
40.579869,-73.831727
40.682449,-73.820579
40.71177,-73.796308
40.846139,-73.904353
40.846139,-73.904353
40.799569,-73.953162
40.843888,-73.891637
40.842358,-73.890483
40.621651,-74.077559
40.64762,-73.970829
40.842534,-73.879416
40.756658,-73.941898
40.842534,-73.879416
40.676265,-73.752436
40.686277,-73.790706
40.708309,-73.80452
40.701447,-73.755592
40.843543,-73.878298
40.699221,-73.926216
40.817308,-73.903379
40.814089,-73.904178
40.678569,-73.910124
40.692421,-73.956035
40.672876,-73.945255
40.676434,-73.951943
40.710947,-73.95445
40.694548,-73.928627
40.712723,-73.959943
40.693192,-73.804828
40.846003,-73.916486
40.792289,-73.944875
40.788108,-73.947605
40.645995,-74.080225
40.818097,-73.923722
40.692326,-73.981137
,
40.746048,-73.999672
40.63074,-73.973931
40.601969,-73.973009
40.857959,-73.833203
40.634136,-74.135379
40.842534,-73.879416
40.606762,-74.130483
40.728142,-73.977706
40.728142,-73.977706
40.64762,-73.886814
40.740829,-73.983472
40.728142,-73.977706
40.601308,-73.973078
40.64762,-73.886814
40.652765,-73.882819
40.818097,-73.923722
40.64762,-73.886814
40.866774,-73.85892
40.868121,-73.856422
40.645995,-74.080225
40.630161,-73.974115
40.642388,-74.092217
40.815412,-73.84797
40.845967,-73.912272
40.896846,-73.869591
40.613792,-73.914076
40.886183,-73.82957
40.776846,-73.931731
40.673619,-74.010743
40.67493,-73.90404
40.673733,-73.897837
40.825046,-73.844273
40.821463,-73.841362
40.673957,-73.902646
40.57726,-73.987825
40.661007,-73.906125
40.68924,-73.91704
40.690473,-73.950671
40.681672,-73.876023
40.671995,-73.900417
40.67184,-73.901921
40.664887,-73.783085
40.855189,-73.840396
40.688582,-73.845335
40.794795,-73.963581
40.762492,-73.991827
40.761589,-73.989777
40.75513,-73.993961
40.792328,-73.944965
40.83697,-73.912266
40.827488,-73.945557
40.802619,-73.931762
40.797945,-73.962503
40.806912,-73.948081
40.807113,-73.948554
40.796031,-73.934741
40.81501,-73.957327
40.724525,-73.982304
40.721706,-73.982095
40.786026,-73.976629
40.823038,-73.902605
40.821955,-73.945374
40.85438,-73.893543
40.762978,-73.99221
40.631298,-74.086675
40.622963,-74.077121
40.622963,-74.077121
40.638778,-74.082011
40.728678,-73.940706
40.649275,-73.911713
40.82584,-73.88392
40.659683,-73.908343
40.72335,-73.935151
40.738691,-73.954193
40.706268,-73.923983
40.731858,-73.944384
40.728957,-73.929416
40.63253,-74.008182
40.636945,-74.016091
40.63065,-74.002644
40.807334,-73.882962
40.713524,-73.92259
40.709034,-73.936767
40.636835,-74.14789
40.807165,-73.884083
40.716075,-74.00615
40.887443,-73.847606
40.843896,-73.900478
40.855687,-73.845311
40.883369,-73.902307
40.868585,-73.880439
40.720247,-74.007089
40.716188,-73.997489
40.734221,-74.005405
40.716522,-73.983915
40.726546,-73.987827
40.742691,-73.998654
40.73669,-73.983315
40.753931,-73.994842
40.764816,-73.985188
40.756867,-73.970543
40.767169,-73.963805
40.784052,-73.975019
40.789252,-73.947709
40.796563,-73.967184
40.807835,-73.944147
40.800686,-73.941108
40.814842,-73.95668
40.645995,-74.080225
40.811256,-73.941387
40.866878,-73.859285
40.53403,-74.235313
40.876037,-73.848254
40.875974,-73.848222
40.857959,-73.833203
40.630161,-73.974115
40.722441,-73.977283
40.749756,-73.998109
40.63074,-73.973931
,
40.634136,-74.135379
40.749124,-73.927908
40.748035,-73.932496
40.749124,-73.927908
40.748035,-73.932496
40.647971,-73.789248
40.640598,-73.758024
40.633579,-73.759217
40.777232,-73.872357
40.857959,-73.833203
40.601969,-73.973009
40.857959,-73.833203
40.634136,-74.135379
40.707086,-74.007802
40.707086,-74.007802
40.767891,-73.887321
40.774627,-73.891165
40.774577,-73.892689
40.775706,-73.891286
40.775853,-73.89034
40.7743,-73.890668
40.776611,-73.890342
40.775381,-73.893013
40.776719,-73.891848
40.777764,-73.891066
40.77992,-73.88899
40.77601,-73.893575
40.776453,-73.89434
40.773223,-73.889622
40.773457,-73.890445
40.778041,-73.887625
40.776593,-73.889115
40.774127,-73.890076
40.773443,-73.889593
40.718059,-73.989008
40.719355,-73.988286
40.817313,-73.92089
40.854958,-73.888999
40.863342,-73.90008
40.883263,-73.880406
40.853083,-73.868094
40.70724,-73.929551
40.696651,-73.802052
40.813403,-73.883617
40.679323,-74.009803
40.829451,-73.935962
40.710957,-73.92967
40.709077,-73.926317
40.660942,-73.870255
40.677,-73.931908
40.589379,-73.997566
40.670932,-73.994297
40.653262,-74.020222
40.656837,-73.947672
40.739998,-74.011331
40.622971,-73.983404
40.696799,-73.823887
40.696799,-73.823887
40.702164,-73.77443
,
40.578251,-73.98771
40.642921,-73.918903
40.590786,-73.931896
40.654164,-73.890061
40.653268,-73.900229
40.653268,-73.900229
40.734042,-73.907891
40.762081,-73.93529
40.734042,-73.907891
40.696837,-73.816772
40.770478,-73.848239
40.743574,-73.946976
40.706514,-73.77891
40.708451,-73.77257
40.743574,-73.946976
40.835441,-73.932335
40.872619,-73.906654
40.819555,-73.925089
40.688645,-73.784425
40.773597,-73.841086
40.882158,-73.821342
40.702164,-73.77443
40.609515,-73.749965
40.741237,-73.956667
40.749348,-73.934191
40.593029,-73.779005
40.66121,-73.773675
40.766185,-73.8835
40.662081,-73.865476
40.720862,-73.964794
40.731544,-73.962778
40.702997,-74.005936
40.848259,-73.782032
40.778842,-73.942795
40.698189,-74.041329
40.688799,-74.018675
40.665181,-73.809913
40.74227,-73.740365
40.665065,-73.784407
40.578765,-74.171971
40.85428,-73.770361
40.670663,-74.012502
40.777232,-73.872357
40.759563,-74.00387
40.762209,-74.003292
40.764078,-74.001621
40.76637,-73.999711
40.767641,-73.998801
40.768942,-73.998097
40.795927,-73.92296
40.568232,-73.884105
40.700369,-74.012911
40.68992,-74.045337
40.68992,-74.045337
40.688799,-74.018675
40.688799,-74.018675
40.700369,-74.012911
40.819365,-73.961663
40.702806,-74.015631
40.645199,-74.027196
40.743956,-73.97088
40.703521,-73.994972
40.741573,-73.961495
40.705442,-74.001482
40.760343,-74.003252
40.763359,-74.002455
40.714131,-74.014754
40.825857,-73.933675
40.735137,-73.973385
40.702258,-73.972767
40.692896,-74.002142
40.700369,-74.012911
40.682872,-74.011094
40.7089,-73.970189
40.64398,-74.072587
40.712527,-73.999852
40.701171,-74.009243
40.754944,-74.008201
40.595332,-73.889697
40.803215,-73.931624
40.63296,-74.129017
40.678583,-73.900977
40.71801,-73.920409
40.65053,-74.000454
40.706718,-73.895583
40.615508,-73.927047
40.593776,-73.992136
,
40.706514,-73.77891
40.696799,-73.823887
40.74332,-73.95057
40.681677,-73.96931
40.696799,-73.823887
40.753066,-73.842521
40.699196,-73.810898
40.717008,-73.730309
40.822959,-73.841384
40.821947,-73.936764
40.788438,-73.950053
40.865285,-73.833148
40.819182,-73.957906
40.870335,-73.913314
40.760442,-74.000444
40.837968,-73.878019
40.700663,-73.790679
40.530482,-74.236145
40.573902,-74.165825
40.752996,-73.845932
40.711034,-73.897506
40.685499,-74.006086
40.636381,-74.179463
40.654879,-73.891671
40.676909,-73.926793
40.616792,-73.907178
40.700242,-73.802769
40.68071,-73.877935
40.645117,-73.912118
40.653591,-73.899263
40.826293,-73.840838
40.830136,-73.845255
40.816618,-73.884774
40.592007,-73.801058
40.816578,-73.843657
40.638742,-74.127948
40.804934,-73.933811
40.643307,-74.184227
40.638879,-74.180759
40.643468,-74.18106
40.637344,-74.187979
40.638325,-74.182711
40.657024,-74.012578
40.682872,-74.011094
40.689484,-74.004035
40.687793,-74.002859
40.657062,-74.011652
40.656008,-74.010819
40.687077,-74.003133
40.680639,-74.017082
40.684058,-74.0068
40.660197,-74.01095
40.680659,-74.015759
40.680097,-74.011397
40.692896,-74.002142
40.686547,-74.003923
40.848833,-73.93825
40.756815,-73.990868
40.729003,-73.972792
40.797668,-73.911873
40.799842,-73.912257
40.759478,-73.84099
40.810903,-73.884192
40.81088,-73.8887
40.721734,-73.935517
40.628626,-74.168897
40.584232,-73.831003
40.648169,-73.901163
40.695988,-73.961803
40.697625,-73.801836
40.807231,-73.885054
40.70191,-73.742524
40.818543,-73.88269
40.801034,-73.909738
40.811749,-73.929303
40.80229,-73.908465
40.822056,-73.882131
40.809511,-73.904062
40.80229,-73.908465
40.685309,-74.005419
40.674404,-73.991117
40.718072,-73.921596
40.806532,-73.904048
40.807212,-73.929499
40.806548,-73.929424
40.818708,-73.931511
40.807937,-73.885057
40.807245,-73.87995
40.805316,-73.885708
40.807172,-73.888681
40.659946,-73.874964
40.659946,-73.874964
40.695766,-73.962218
40.71106,-73.927671
40.660197,-74.01095
40.735341,-73.944193
40.712472,-73.924561
40.731724,-73.977896
40.696341,-73.799341
40.663389,-73.876651
40.546118,-74.227504
40.822861,-73.844011
40.80748,-73.883381
40.806329,-73.88597
40.806675,-73.879937
40.811776,-73.892495
40.829599,-73.843544
40.881727,-73.824833
40.735341,-73.944193
40.725715,-73.932984
40.705651,-73.92872
40.724836,-73.932246
40.716973,-73.933837
40.71198,-73.924153
40.710827,-73.928018
40.725383,-73.934384
40.704786,-73.785152
40.653924,-73.897615
40.54947,-74.224381
40.609007,-74.188303
40.768327,-73.832987
40.767025,-73.83246
40.709677,-73.770726
40.72428,-73.916736
40.717282,-73.910764
40.737378,-73.944235
40.711511,-73.920991
40.709684,-73.771729
40.70135,-73.776824
40.606883,-73.752625
40.636386,-74.084134
40.581618,-74.195437
40.72068,-73.923076
40.577853,-73.990741
40.757647,-73.732667
40.81778,-73.891763
40.81873,-73.842016
40.575403,-74.002621
40.731369,-73.862129
40.824954,-73.882661
40.735307,-73.936796
40.75035,-73.913885
40.807482,-73.930684
40.771903,-73.931631
40.713657,-74.002312
40.714305,-74.001569
40.697002,-73.989441
40.715137,-74.003816
40.695563,-73.989513
40.704997,-74.013641
40.699161,-73.787254
40.663917,-73.998331
40.887809,-73.821385
40.717762,-73.910432
40.581726,-73.986493
40.715955,-73.925448
40.830379,-73.911086
40.812765,-73.899838
40.750626,-74.002747
40.750676,-74.002866
40.887809,-73.821385
40.651496,-73.908985
40.733236,-73.950296
40.554808,-74.21763
,
,
,
,
40.588446,-74.096693
40.540009,-74.180524
40.525544,-74.2001
40.90077,-73.850604
40.900833,-73.848306
40.887952,-73.901088
40.878714,-73.887628
40.878151,-73.887108
40.730734,-73.947419
40.650155,-73.910335
40.842634,-73.873034
40.845622,-73.869533
40.840942,-73.87411
40.841996,-73.872272
40.8412,-73.874464
40.841509,-73.873339
40.844125,-73.871018
40.843284,-73.83968
40.843542,-73.841574
40.843831,-73.840171
40.846232,-73.843504
40.846037,-73.843772
40.673123,-73.997988
40.674407,-73.990634
40.725767,-73.992831
40.842113,-73.840305
40.844422,-73.840704
40.845898,-73.844329
40.845991,-73.842392
40.844993,-73.842893
40.845584,-73.843448
40.842671,-73.840824
40.845007,-73.84123
40.845557,-73.841789
40.844432,-73.842349
40.845584,-73.843448
40.665933,-73.880741
40.665361,-73.880223
40.664281,-73.879256
40.662812,-73.878173
40.666105,-73.880373
40.666402,-73.88104
40.82252,-73.934856
40.753522,-73.842899
40.754924,-73.842095
40.752996,-73.845932
40.755232,-73.842632
40.585878,-73.981369
40.586581,-73.981152
40.584972,-73.980127
40.586493,-73.979831
40.586408,-73.981718
40.58635,-73.980929
40.585634,-73.980728
40.584077,-73.980491
40.586595,-73.982394
40.586393,-73.976594
40.584091,-73.979126
40.586204,-73.979161
40.589739,-73.977536
40.678583,-73.900977
40.708067,-73.891631
40.707175,-73.89367
40.708334,-73.891897
40.706718,-73.895583
40.646821,-73.901111
,
40.647158,-73.900869
40.645921,-73.901995
40.647939,-73.899642
40.647597,-73.90041
40.646749,-73.900422
40.645617,-73.902312
40.646404,-73.901522
40.645617,-73.993445
40.872831,-73.891793
40.87522,-73.889713
40.672856,-73.864636
40.866486,-73.915033
40.71975,-73.828906
40.581322,-73.834495
40.654155,-73.908189
40.622936,-74.071999
40.621655,-74.07149
40.621592,-74.071083
40.63513,-74.074826
40.64398,-74.072587
40.866486,-73.915033
40.586393,-73.976594
40.63513,-74.074826
40.866486,-73.915033
40.678991,-73.956332
40.798981,-73.909538
40.765261,-73.986278
40.787145,-73.948393
40.762191,-73.980655
40.652865,-73.889101
40.675798,-73.937256
40.69976,-73.989303
40.808733,-73.891272
40.652342,-74.003431
40.821947,-73.936764
40.654309,-73.904851
40.843831,-73.840171
,
40.65389,-73.906056
40.752071,-73.907126
40.677997,-73.902546
40.842634,-73.873034
40.725867,-73.958939
40.638396,-74.125608
40.662375,-73.809027
40.787454,-73.921919
40.780382,-73.89295
40.64184,-74.035255
40.551241,-74.116884
40.589317,-73.931461
40.803244,-73.882973
40.733638,-73.947611
40.652421,-73.879018
40.583444,-73.829327
40.794938,-73.839342
40.828574,-73.955056
40.703964,-73.978522
40.688799,-74.018675
40.88459,-73.915794
40.586865,-73.928915
40.633053,-74.149626
40.72335,-73.935151
40.740665,-73.949089
40.77207,-73.894581
40.753401,-74.004757
40.807796,-73.942861
40.827476,-73.915729
40.68607,-74.001889
40.796267,-73.93452
40.829275,-73.907654
40.838891,-73.912679
40.860913,-73.870161
40.690184,-73.944198
40.730591,-73.984305
40.750742,-73.9973
40.828498,-73.913513
40.814617,-73.915673
40.834321,-73.942206
40.717282,-73.910764
40.673035,-73.995202
40.673216,-73.992026
40.536357,-74.239969
40.731663,-73.943124
40.835013,-73.942686
40.835153,-73.943018
40.665017,-73.989403
40.673937,-73.919074
40.653203,-73.962382
40.759489,-73.995874
40.696341,-73.799341
40.698798,-73.800841
40.588211,-74.151693
40.687412,-73.905897
40.662846,-73.996367
40.701586,-73.949516
40.858558,-73.867216
40.677214,-73.987969
40.760056,-73.843602
40.602093,-74.196278
40.646317,-73.915926
40.719953,-73.9122
40.635985,-74.012279
40.761892,-73.835949
40.808895,-73.885586
40.84289,-73.842435
40.606883,-73.752625
40.688809,-73.844761
40.636835,-74.14789
40.53442,-74.235278
40.821632,-73.927573
40.74521,-73.981468
40.749537,-73.99442
40.641181,-74.076559
40.816834,-73.889597
40.675743,-73.905333
40.673749,-73.91774
40.656079,-73.910749
40.69283,-73.991771
40.652977,-73.939743
40.690431,-73.928898
40.670004,-73.931934
40.681823,-73.933248
40.673462,-73.960139
40.65207,-74.004779
40.705318,-73.955756
40.706853,-73.944206
40.69221,-73.910293
40.775316,-73.958233
40.721974,-73.992842
40.74492,-73.993035
40.812761,-73.954084
40.760073,-73.970552
40.650103,-73.903452
40.62901,-73.922828
40.62901,-73.922828
40.657534,-73.984589
40.649374,-74.014836
40.650027,-74.014988
40.703768,-73.7971
40.708921,-73.774577
40.699637,-73.827854
40.742403,-73.990578
,
40.650027,-74.014988
40.657534,-73.984589
40.649374,-74.014836
,
40.742403,-73.990578
40.850555,-73.843997
40.731508,-73.98599
40.745337,-73.9993
40.763024,-73.949577
40.731508,-73.98599
40.745672,-74.002281
40.803142,-73.950829
40.76233,-73.879305
40.717798,-73.776199
40.672078,-73.939765
40.659185,-73.729595
40.860621,-73.908891
40.888651,-73.845669
40.579827,-74.00963
40.902415,-73.847326
40.605253,-74.089792
40.676581,-73.751346
40.832548,-73.943812
40.640094,-73.927474
40.831229,-73.822791
40.600107,-74.143614
40.874118,-73.82822
40.763024,-73.949577
40.763024,-73.949577
40.840162,-73.853298
40.593787,-73.993519
40.76367,-73.903554
40.723131,-73.728769
40.850555,-73.843997
40.742403,-73.990578
40.76367,-73.903554
40.703768,-73.7971
40.593787,-73.993519
,
40.850555,-73.843997
,
40.699637,-73.827854
,
40.850555,-73.843997
40.751262,-73.984029
40.703808,-74.012757
40.734548,-73.995219
40.734548,-73.995219
40.738802,-73.993429
40.732293,-73.985488
40.655755,-73.865756
40.592543,-73.985014
40.6123,-73.982658
40.720452,-73.98176
40.691699,-73.944042
40.848238,-73.891341
40.83845,-73.910341
40.775608,-73.981099
40.763877,-73.969626
40.816271,-73.9532
40.734103,-73.995778
40.768507,-73.953003
40.829026,-73.947367
40.823937,-73.94625
40.71757,-73.979459
40.80331,-73.946141
40.744053,-74.002003
40.869245,-73.920876
40.810792,-73.939426
40.808111,-73.947408
40.656482,-73.939985
40.682703,-73.980783
40.842571,-73.883696
40.801904,-73.944123
40.721613,-73.979159
40.718871,-73.982558
40.725097,-73.991735
40.824562,-73.945285
40.821183,-73.956929
40.827102,-73.941692
40.846354,-73.933412
40.749271,-73.99882
40.758053,-73.991005
40.854098,-73.934514
40.795886,-73.936634
40.717538,-74.001616
40.755334,-73.99752
40.799703,-73.944731
40.836037,-73.944412
40.832747,-73.945065
40.694614,-73.972813
40.640203,-74.131446
40.695874,-73.932747
40.754785,-73.998109
40.759758,-73.988395
40.767402,-73.993061
40.833042,-73.943041
40.719382,-73.982421
40.800675,-73.951131
40.811982,-73.962567
40.76522,-73.990538
40.7378,-73.998636
40.80418,-73.935856
40.797102,-73.936911
40.779497,-73.982997
40.592543,-73.985014
40.587803,-73.994031
40.592543,-73.985014
40.587803,-73.994031
40.587803,-73.994031
40.701673,-73.756125
40.885698,-73.877996
40.816698,-73.860438
40.842313,-73.856756
40.836194,-73.888058
40.885698,-73.877996
40.86914,-73.859207
40.837675,-73.861995
40.876377,-73.880299
40.871573,-73.862431
40.817776,-73.813292
40.834138,-73.85815
40.842405,-73.851569
40.872372,-73.900121
40.839317,-73.864453
40.899993,-73.843873
40.876377,-73.880299
40.828981,-73.849236
40.861212,-73.903753
40.851433,-73.901016
40.885698,-73.877996
40.686528,-73.846814
40.783333,-73.975099
40.658068,-73.975917
40.6459,-73.973936
40.724938,-73.766597
40.728186,-73.73678
40.734171,-73.985762
40.727062,-73.990183
40.731542,-74.000108
40.622571,-74.14055
40.640356,-74.099665
40.884655,-73.897621
40.73225,-73.986249
40.644855,-74.078783
40.75309,-73.726229
40.744263,-73.981894
40.857049,-73.852281
40.865564,-73.83856
40.596393,-74.077577
40.617951,-73.936525
40.732758,-73.77809
40.732146,-73.874489
40.851592,-73.833505
40.864772,-73.849408
40.718396,-73.810937
40.88466,-73.913169
40.761921,-73.780805
40.760634,-73.996369
40.61339,-74.159616
40.620045,-73.90677
40.864592,-73.907757
40.781374,-73.978801
40.809379,-73.952219
40.757249,-73.973152
40.792038,-73.947298
40.819633,-73.941626
40.738042,-73.99528
40.789262,-73.977166
40.748922,-73.992959
40.732739,-74.000603
40.815932,-73.938641
40.715877,-73.985232
40.763748,-73.987033
40.773229,-73.955549
40.803336,-73.962041
40.726043,-73.980189
40.845191,-73.93916
40.823554,-73.949275
40.806487,-73.943942
40.757878,-73.98868
40.744057,-73.986568
40.744835,-73.995868
40.72087,-73.993322
40.84818,-73.912822
40.828971,-73.900764
40.723629,-73.976333
40.692518,-73.939372
40.83331,-73.90131
40.711051,-73.983584
40.82408,-73.898672
40.68211,-73.982131
40.831423,-73.899319
40.674752,-73.953931
40.668549,-73.984377
40.861627,-73.824655
40.676521,-73.938917
40.67308,-73.886179
40.760902,-73.985344
40.816657,-73.903626
40.817876,-73.94058
40.787892,-73.974032
40.821139,-73.945245
40.791602,-73.973091
40.788952,-73.977296
40.794604,-73.970956
40.795772,-73.949231
40.691424,-73.787928
40.595701,-73.769954
